form='Hebreiska'	lemma='hebreisk'	Case=Nom|Definite=Def|Degree=Pos|Gender=Neut|Number=Sing	in_treebanks={None}	När chassiden återvänder till sin plats efter bönen berättar jag för honom att min hustru, en lärd kvinna, skall föreläsa på Hebreiska universitetet i Jerusalem.
form='ironiska'	lemma='ironisk'	Case=Nom|Definite=Ind|Degree=Pos|Gender=Neut|Number=Sing	in_treebanks={None}	Och Daniel, sa han till Quinn med samma ironiska leende som tidigare. Daniel, det här är Daniel.
form='Olympiska'	lemma='olympisk'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Men i dessa tider med sina pansarframstötar på Yom Kippur, med Vietnam, Watergate, Manson, Amin och terroristmassakrer vid Olympiska spelen, vad betyder då illuminerade handskrifter, vad betyder mästerverk i smidesjärn, vad betyder heliga platser?
form='Numeriska'	lemma='numerisk'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Numeriska fält
form='Elektromagnetiska'	lemma='elektromagnetisk'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Elektromagnetiska fält och deras påverkan på människor har under de senaste åren debatterats mer och mer.
form='dubbla'	lemma='dubbel'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	När John kommit till sjöss igen fick han göra dubbla vakter i maskinrummet på grund av personalbrist.
form='fyrdubbla'	lemma='fyrdubbel'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Mrs Weasley himlade sig över att ingen hade stoppat hålen i hans strumpor och försökte truga på honom fyrdubbla portioner varje måltid.
form='kompatibla'	lemma='kompatibel'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	De två ANSI SQL-frågelägena, ANSI-89 och ANSI-92 är inte kompatibla.
form='XML-kompatibla'	lemma='XML-kompatibel'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	XML-scheman används för att beskriva strukturen för information i ett vanligt format som kunder, andra webbläsare och många XML-kompatibla program kan identifiera.
form='flexibla'	lemma='flexibel'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	XSL-formatmallar (Extensible Stylesheet Language) är däremot betydligt mer flexibla än CSS-filer.
form='ädla'	lemma='ädel'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Han slöt mig till sitt ädla bröst.
form='Hela'	lemma='hel'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Hela stationen var en härva av komplotter – som givetvis aldrig ledde till någonting.
form='Gentila'	lemma='gentil'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Gentila värre, väldigt medvetna om sin värdighet, världsvana och så vidare; man kan ju föreställa sig hur dom vita tuffingarna känner sig inför anblicken av alla dessa vita kragar runt svarta halsar i baren.
form='enkla'	lemma='enkel'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Effekten av denna enkla mening på resten av familjen var otrolig: Dudley flämtade till och ramlade av stolen med en duns som skakade hela köket; mrs Dursley gav till ett litet skrik och slog händerna för munnen, mr Dursley reste sig häftigt med dunkande tinningådror.
form='enkla'	lemma='enkel'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Möblerna var enkla: ett avlutat bord i sykomorträ, en djup diskho i emalj, några udda stolar och en stinkande Rayburnspis som var koleldad och lämnade sot på farmors scones.
form='enkla'	lemma='enkel'	Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Och huruvida hon tänkte på skolan, eller på hans första manschettjobb när kamraterna gick till sjöss, eller på den enkla flickan som hade älskat honom, eller på sin egen stolthet, berättade hon aldrig för mig, inte då och inte någon annan gång heller.
form='kalla'	lemma='kall'	Case=Nom	in_treebanks={None}	British Airways kyckling ligger framför mig, vidrörd av dödens kalla hand.
form='känslokalla'	lemma='känslokall'	Case=Nom	in_treebanks={None}	Detta betydde att farmor var utsatt för prövningar, även om hennes prövningar den här gången ägde ett slags glittrande intensitet som värmde det känslokalla huset och fick oss att åter känna upphetsning.
form='iskalla'	lemma='iskall'	Case=Nom	in_treebanks={None}	Att vaska den levande lera som är du är att stå i det iskalla vattnet och finfördela dig själv genom ett såll som du själv har skapat.
form='audio-visuella'	lemma='audiovisuell'	Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Vi har visat att framtiden för den audio-visuella industrin är en debatt som korsar alla politiska och nationsgränser.
form='lilla'	lemma='liten'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	I Jakov Linds intressanta lilla bok om Israel uppges Ben-Gurion ha sagt: "Judarna vet knappast någonting om ett helvete som skulle kunna vänta dem.
form='pyttelilla'	lemma='pytteliten'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Harry klev över en självblandande kortlek på golvet och tittade ut genom det pyttelilla fönstret.
form='gälla'	lemma='gäll'	Case=Nom	in_treebanks={None}	uttryckt i det dånande jubel som med jämna mellanrum ekade ut från folkmassan, togorna, de medaljbehängda brösten, de vita handskarna, kvinnornas gälla, utdragna skrin, soldaterna i enskild ställning och solen som blänkte i orkestrarnas skrällande mässingsinstrument.
form='Gamla'	lemma='gammal'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Shahar för mig ner från Mishkenot Sha'ananim, som ligger på en sluttning och vetter mot Mount Zion och Gamla staden, till Gai-Hinnom (traditionens Gehenna) där Moloksdyrkarna en gång offrade sina barn.
form='Gamla'	lemma='gammal'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Borgmästare Teddy Kollek, den okuvlige organisatören av underbara evenemang (av vilka somliga är något magstarka i min smak), tar oss med på middag till en av de armeniska ärkebiskoparna i Gamla staden.
form='gamla'	lemma='gammal'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Ave, gamla svartstickerska! Morituri te salutant.
form='gamla'	lemma='gammal'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Ja, även han skulle ha velat ha denna hustru och detta barn, sitta där hela dagarna och häva ur sig en massa dravel om gamla böcker, omges av jojoar och skinkomeletter och reservoarpennor.
form='gamla'	lemma='gammal'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	I sina strävanden att sprida demokratin i världen bekämpade amerikanerna först valfusket i Syrien, men den gamla korruptionen bestod trots allt vad deras makt och pengar kunde uträtta.
form='Samma'	lemma='samma'	Definite=Ind|PronType=Ind	in_treebanks={None}	Samma sak gäller för en hel rad andra exempel som vi skulle kunna ta upp.
form='våldsamma'	lemma='våldsam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Han satte på sig pyjamasen igen och efter några ögonblick av våldsamma skakningar somnade han.
form='långsamma'	lemma='långsam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Kroppen uppförde sig nästan exakt så som rösten hade gjort: maskinellt, ryckigt, växlande mellan långsamma och snabba gester, stel men ändå uttrycksfull, som vore hela manövern utom kontroll, som motsvarade den inte riktigt den vilja som initierat den.
form='plågsamma'	lemma='plågsam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Varken fakta eller förvrängningar och suggestiva mediaplattityder (som är plågsamma eftersom de bakomliggande realiteterna är så väldiga och så förfärande) kan stängas ute.
form='tacksamma'	lemma='tacksam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Herr kollega, vi observerar detta, och vi vore tacksamma om ni skulle kunna ge oss detta brev.
form='verksamma'	lemma='verksam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Det blonda håret var uppborstat från en hög, rund panna och bakom öronen, på ett sätt som han förknippade med energiskt verksamma, kompetenta kvinnor.
form='yrkesverksamma'	lemma='yrkesverksam'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	Vårt jordbruksutskott är mycket uppmärksamt på kraven från de yrkesverksamma och samhället.
form='yrkesverksamma'	lemma='yrkesverksam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Därutöver har programmet bidragit till 50000 skapande eller utövande konstnärers och andra inom kultursektorn yrkesverksamma människors verksamhet.
form='sällsamma'	lemma='sällsam'	Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	De har samma färg som själva marken, och på denna sällsamma dödhet vilar den smältande luften med en nästan mänsklig tyngd.
form='sällsamma'	lemma='sällsam'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	Brays öron var fyllda av övertrötthetens sällsamma ekon, och hans kropp, som försetts med nytt bränsle med den varma lunchen, hotade att kväva honom i vågor av värme.
form='inställsamma'	lemma='inställsam'	Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	I samma ögonblick dörren hade stängts efter dem försvann mr Borgins oljiga och inställsamma min.
form='ensamma'	lemma='ensam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Dando ville inte följa med, och Vivien var tvungen att gå hem till barnen, och Rebecca Edwards framhöll att också hennes var ensamma.
form='ensamma'	lemma='ensam'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Vi överlämnade hennes post (jag fick höra att männen på det ensamma fartyget dog undan av feber med en hastighet av tre om dagen) och gick vidare.
form='gemensamma'	lemma='gemensam'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Den gemensamma bönens band är mycket starkt.
form='gemensamma'	lemma='gemensam'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Jag förklarar den gemensamma debatten avslutad.
form='gemensamma'	lemma='gemensam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Om du markerar kontroller av olika typer visas bara de egenskaper som är gemensamma för gruppen i egenskapsrutan.
form='lönsamma'	lemma='lönsam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Du kan till exempel filtrera fram de tre orter som hade bäst försäljning eller de fem produkter som var minst lönsamma.
form='känslosamma'	lemma='känslosam'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Vi är mycket känslosamma och besökarna är också känslosamma i motsvarande grad, och när de har trakterats med vin och mat och fester och skålar och TV-sändningar och parader och applåder och man har diskuterat lån och leveranser av atomverk och vapen är de helt förälskade i oss.
form='smärtsamma'	lemma='smärtsam'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Det finns inget enkelt svar på det smärtsamma abortproblemet.
form='beslutsamma'	lemma='beslutsam'	Definite=Ind|PronType=Ind	in_treebanks={None}	Jag tror att jag var lycklig, på det där enerverande beslutsamma sättet som barn är lyckliga på, och det var den lyckan som fungerade som en magnet på båda mina föräldrar.
form='Tomma'	lemma='tom'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Tomma element kan betecknas med ett särskilt märke.
form='tomma'	lemma='tom'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Sedan såg han plötsligt klart och detaljerat Bartlebys skyltfönster och den tomma tegelväggen rakt framför sig.
form='tomma'	lemma='tom'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	ReportML i Access använder inte tomma märken.
form='tomma'	lemma='tom'	Case=Nom|Definite=Def|Degree=Pos	in_treebanks={None}	Han var en jättelik projektionsbild på omvärldens tomma filmduk och detta var grunden till hans framgång.
form='skumma'	lemma='skum'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	De hade seglat ut från Deptford, från Greenwich, från Erith; äventyrare och imperiebyggare; kungars skepp och penningfurstars; kaptener, amiraler, den österländska trafikens skumma smyghandlare och Ostindiska kompaniets befullmäktigade "generaler".
form='Hurdana'	lemma='hurdan'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur|PronType=Int	in_treebanks={None}	Hurdana de svarta domarna än är, hurdan administrationen än är, så är det i alla fall inte på det viset.
form='Sådana'	lemma='sådan'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Sådana kontroller kommer att vara obundna på sidan.
form='världsvana'	lemma='världsvan'	Case=Nom|Definite=Ind|Degree=Pos|Number=Sing	in_treebanks={None}	Gentila värre, väldigt medvetna om sin värdighet, världsvana och så vidare; man kan ju föreställa sig hur dom vita tuffingarna känner sig inför anblicken av alla dessa vita kragar runt svarta halsar i baren.
form='bundna'	lemma='binda'	Case=Nom|Number=Plur|Tense=Past|VerbForm=Part	in_treebanks={None}	Eftersom det bundna fältet kommer att visa den egna grupphierarkin i listrutan, kan du filtrera data genom att markera egna grupper eller enskilda värden.
form='bakbundna'	lemma='bakbunden'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Jag lovar och svär att jag hade händerna bakbundna.
form='regelbundna'	lemma='regelbunden'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Vi lade den rika myllan runt hennes rosor och hon sjöng ballader från hamnen för mig och mjukade upp rösten med regelbundna klunkar ur en plåtdunk utan etikett.
form='obundna'	lemma='obunden'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Sådana kontroller kommer att vara obundna på sidan.
form='hopbundna'	lemma='hopbunden'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Under mangoträden blixtrade barberares speglar till i skuggan, levande kycklingar låg i högar med hopbundna ben.
form='överståndna'	lemma='överstånden'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Tja, känner jag henne rätt så är festligheterna säkert överståndna när hon tror sig våga anförtro babyn åt Venetia.
form='ludna'	lemma='luden'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Det var mangosäsong, och över allt där folk kom och gick låg kärnornas saffransgula kroksablar, avsugna och ludna.
form='Egna'	lemma='egen'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Egna grupper.
form='skräckslagna'	lemma='skräckslagen'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Därför klådde han obarmhärtigt den gamla niggern medan byinvånarna skräckslagna såg på, ända tills en av dem – det lär ha varit hövdingens son – i förtvivlan över att höra gubben tjuta stack med spjutet efter den vite mannen – och det åkte naturligtvis tvärt in mellan skulderbladen.
form='sönderslagna'	lemma='sönderslagen'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	Yr och blåslagen, täckt med sot, tog han sig försiktigt på fötter igen och höll upp sina sönderslagna glasögon för ögonen.
form='tillbakadragna'	lemma='tillbakadragen'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Timothy Odara stod med slutna ögon och lutade sig mot väggen med en aning tillbakadragna läppar, vaken och intresserad.
form='uppdragna'	lemma='uppdragen'	Case=Nom|Definite=Ind|Number=Plur	in_treebanks={None}	Mor låg med kjolarna uppdragna över ansiktet, med de oklanderliga strumporna nere vid anklarna, med sin smärtas jämmer mot motorns tunga dunkande.
form='fördragna'	lemma='fördra'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	Han gick in i rummet, som de fördragna gardinerna höll i mörker, och sov.
form='utdragna'	lemma='utdragen'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	uttryckt i det dånande jubel som med jämna mellanrum ekade ut från folkmassan, togorna, de medaljbehängda brösten, de vita handskarna, kvinnornas gälla, utdragna skrin, soldaterna i enskild ställning och solen som blänkte i orkestrarnas skrällande mässingsinstrument.
form='borttagna'	lemma='borttagen'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	När du tar bort en anpassad grupp som inte är fältets sista, flyttas den borttagna gruppens medlemmar automatiskt till gruppen Andra.
form='egna'	lemma='egen'	Case=Nom|Degree=Pos|Number=Plur	in_treebanks={None}	Det var rörelsen som var det viktiga, detta att sätta den ena foten framför den andra och liksom låta sig hänga på släp efter den egna kroppen.
form='egna'	lemma='egen'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Följande illustration visar hur pivottabellvyn kommer att se ut efter att rubrikerna för de egna gruppfälten och egna grupperna har ändrats.
form='egna'	lemma='egen'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Inget mer än detta allmänna intryck – trots att han faktiskt var där och såg alltihop med egna ögon.
form='ålderstigna'	lemma='ålderstigen'	Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Han talade till den ålderstigna engelska prinsessan som satt bredvid honom med knäna sedligt tryckta mot varandra i den kungliga ställning som är säreget karakteristisk för genomlidandet av ceremonier, och Bray såg hur han pekade ut skaran av galakvinnor som stod uppställda med ansikten och bröst målade i glädjevitt bland grupperna av musikanter och dansare från olika delar av landet.
form='mångbesjungna'	lemma='mångbesjungen'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	Det hade känt och tjänat alla dessa som är nationens stolthet alltifrån sir Frances Drake till sir John Franklin, riddare alla, med och utan adelsskap – havens mångbesjungna vandrande riddare.
form='maskstungna'	lemma='maskstungen'	Case=Nom|Definite=Ind|Degree=Pos|Number=Plur	in_treebanks={None}	Hon gav honom ett illvilligt leende som avslöjade hennes maskstungna tänder.
form='otvungna'	lemma='otvungen'	Case=Nom|Definite=Def|Degree=Pos|Number=Sing	in_treebanks={None}	Han sitter med den otvungna hållning som döljer spänningar av det slaget.
form='gångna'	lemma='gå'	Case=Nom|Definite=Def|Degree=Pos|Number=Plur	in_treebanks={None}	Vi vet alla att järnvägens andel har gått tillbaka under de gångna åren.
form='gångna'	lemma='gå'	Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	Dörrarna slogs upp; röster utifrån trängde in med luftströmmarna; han rörde sig mot utgången tillsammans med de andra, in i en omtumlande upplevelse av ett igenkännande med alla sinnen, gick lugnt över plattan genom fläktarna av rå potatis från undervegetationen, den vederkvickande, tidiga värmen mot händerna, den kyliga, metalliska smaken nere i strupen efter den gångna kvällens oväder,
form='förtrogna'	lemma='förtrogen'	Case=Nom|Definite=Def|Degree=Pos|Gender=Com|Number=Sing	in_treebanks={None}	På sin lediga tid läste han i sin hytt och småpratade med sin förtrogna vän Mississippi.
